uf_busca,cidade_busca,universidade_nome,campus_nome,nome,grau,turno,mensalidade,bolsa_integral_cotas,bolsa_integral_ampla,bolsa_parcial_cotas,bolsa_parcial_ampla,nota_integral_ampla,nota_integral_cotas,nota_parcial_ampla,nota_parcial_cotas
GO,Aparecida de Goiania,Faculdade Educacional da Lapa - FAEL,GO - APARECIDA DE GOIÂNIA - POLO EAD - Vila Santa,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,325.00,,,1,,,,506.80,
GO,Aparecida de Goiania,Universidade Paulista - UNIP,APARECIDA DE GOIANIA - Jardim Luz,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,289.00,1,1,,,618.96,587.84,,
GO,Catalao,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD CATALÃO - GO - Setor Central,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,360.00,1,,,,618.06,,,
GO,Ceres,Universidade Paulista - UNIP,CERES - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,289.00,1,,,,568.56,,,
GO,Formosa,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,FORMOSA - Formosinha,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,349.16,1,,,,583.66,,,
GO,Formosa,Centro Universitário Internacional - Uninter - UNINTER,PAP FORMOSA - Formosinha,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,622.22,
GO,Goiania,Centro Universitário da Grande Dourados - Unigran - UNIGRAN,GOIANIA - Jardim Planalto,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,250.00,,,1,,,,558.60,
GO,Goiania,Centro Universitário de Goiás - Uni-Anhangüera - UNI-ANHANGÜERA,UNIDADE GOIÂNIA CIDADE JARDIM BAIRRO - Cidade Jardim,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,593.64,1,1,1,1,621.70,607.82,598.32,579.32
GO,Goiania,Centro Universitário Internacional - Uninter - UNINTER,PAP GOIANIA - Setor Aeroporto,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,1,,1,,593.26,,577.88,
GO,Goiania,Faculdade Educacional da Lapa - FAEL,GO - GOIÂNIA - POLO EAD - Setor Bueno,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,325.00,,,1,,,,544.60,
GO,Goiania,Universidade Paulista - UNIP,GOIANIA I - Faz. Botafogo,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,582.33,4,3,,,607.78,584.68,,
GO,Goiania,Universidade Paulista - UNIP,GOIANIA I - Faz. Botafogo,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,289.00,1,1,,,596.98,631.14,,
GO,Goiania,Universidade Paulista - UNIP,GOIANIA III - Setor Bueno,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,289.00,1,,,,564.60,,,
GO,Goiania,Universidade Pitágoras Unopar,GOIANIA/GO (3129) - Jardim Europa,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,259.00,1,1,,,608.48,592.30,,
GO,Ipora,Faculdade de Iporá - FAI,FACULDADE DE IPORÁ - Jardim Novo Horizonte II,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,500.00,,,,10,,,450.00,
GO,Jaragua,Faculdade Evangélica de Jaraguá - FEJA,CAMPUS PRINCIPAL - JARDIM ATHENAS,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,584.56,3,2,,,489.24,450.00,,
GO,Luziania,Centro Universitário de Desenvolvimento do Centro Oeste - Unidesc - UNIDESC,CAMPUS SEDE - LUZIÂNIA - Luziânia,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,862.03,1,,,,597.70,,,
GO,Luziania,Universidade Paulista - UNIP,LUZIÂNIA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,289.00,1,,,,538.10,,,
GO,Planaltina,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD PLANALTINA - GO - Setor Leste,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,360.00,1,,,,609.60,,,
GO,Porangatu,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - PORANGATU - Setor Leste,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,1,,,,575.54,,,
GO,Rio Verde,Faculdade Educacional da Lapa - FAEL,GO - RIO VERDE - POLO EAD - Vila Carolina,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,325.00,,,1,,,,552.70,
GO,"Sao Joao D""Alianca""",Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO JOÃO D'ALIANÇA - Label,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,450.00,
GO,Silvania,Faculdade Educacional da Lapa - FAEL,GO - SILVÂNIA - POLO EAD - Conselheiro Manuel Caetano,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,325.00,,,1,,,,450.00,
GO,Trindade,Universidade Paulista - UNIP,TRINDADE - Jardim Salvador,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,279.00,1,,,,562.44,,,
GO,Uruacu,Faculdade Educacional da Lapa - FAEL,GO - URUAÇU - POLO EAD - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,325.00,,,1,,,,494.60,
GO,Valparaiso de Goias,Centro Universitário Internacional - Uninter - UNINTER,PAP VALPARAÍSO - Parque Esplanada III,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,557.04,
GO,Valparaiso de Goias,Faculdade Educacional da Lapa - FAEL,"GO - VALPARAÍSO DE GOIÁS - POLO EAD - Setor B, Valparaiso 1",Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,325.00,,,1,,,,450.00,
GO,Valparaiso de Goias,Universidade Anhanguera - UNIDERP,VALPARAISO DE GOIAS/GO (2003312) - Parque Rio Branco,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,209.00,2,2,,,569.76,582.98,,
MA,Bacabal,Centro Universitário Internacional - Uninter - UNINTER,PAP BACABAL - Bela Vista,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,1,,,,571.10,,,
MA,Balsas,Centro Universitário Internacional - Uninter - UNINTER,PAP BALSAS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,2,,,,558.64,
MA,Brejo,Faculdade Educacional da Lapa - FAEL,MA - BREJO - POLO EAD - Santo Antônio,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,325.00,,,1,,,,450.00,
MA,Caxias,Faculdade de Ciências e Tecnologia do Maranhão - FACEMA,CAXIAS-CENTRO - CENTRO,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,783.51,3,1,,,619.76,631.96,,
MA,Imperatriz,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,IMPERATRIZ - Nova Imperatriz,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,286.02,1,,,,602.96,,,
MA,Imperatriz,Centro Universitário Internacional - Uninter - UNINTER,PAP IMPERATRIZ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,1,,,,623.38,,,
MA,Pedreiras,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - PEDREIRAS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,1,,,,520.18,,,
MA,Presidente Dutra,Centro Universitário Internacional - Uninter - UNINTER,PAP PRESIDENTE DUTRA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,1,,1,,595.86,,526.94,
MA,Santa Ines,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD SANTA INÊS - MA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,360.00,1,,,,635.64,,,
MA,Santa Ines,Faculdade Educacional da Lapa - FAEL,MA - SANTA INÊS - POLO EAD - CENTRO,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,325.00,,,1,,,,539.50,
MA,Sao Luis,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO LUÍS - Outeiro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,546.30,
MA,Sao Luis,Centro Universitário Leonardo da VInci - UNIASSELVI,POLO DE APOIO PRESENCIAL DE SÃO LUIS/MA - Monte Castelo,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,228.00,2,1,,,611.12,589.16,,
MA,Sao Luis,Faculdade Devry de São Luís,CAMPUS PRINCIPAL - Calhau,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,390.35,1,,,20,597.24,,523.52,
MA,Sao Luis,Faculdade do Maranhão - FACAM-MA,SÃO LUIS - SEDE - BEQUIMÃO - Bequimão,Análise e Desenvolvimento de Sistemas,Tecnológico,Vespertino,710.00,2,1,2,41,592.92,586.48,450.00,511.40
MA,Sao Luis,Faculdade do Maranhão - FACAM-MA,SÃO LUIS - SEDE - BEQUIMÃO - Bequimão,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,710.00,1,,,40,610.94,,466.40,
MA,Sao Luis,Universidade Paulista - UNIP,SÃO LUÍS II - Calhau,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,249.00,1,,,,585.88,,,
MG,Abaete,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - ABAETE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,1,,,,450.00,,,
MG,Alem Paraiba,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - ALÉM PARAÍBA - Ilha do Lazareto,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,1,,,,542.74,,,
MG,Araguari,Instituto Master de Ensino Presidente Antônio Carlos - IMEPAC,UNIDADE SEDE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,503.50,3,2,,,607.10,555.90,,
MG,Arcos,Universidade Paulista - UNIP,ARCOS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,1,,,,522.80,,,
MG,Barbacena,Centro Universitário Internacional - Uninter - UNINTER,PAP BARBACENA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,591.22,
MG,Belo Horizonte,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - BELO HORIZONTE - Barreiro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,1,,,,572.18,,,
MG,Belo Horizonte,Centro Universitário Claretiano - Ceuclar - CEUCLAR,POLO CLARETIANO DE BELO HORIZONTE - Lourdes,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,1,,,,535.34,,,
MG,Belo Horizonte,Centro Universitário Internacional - Uninter - UNINTER,PAP BELO HORIZONTE 01 - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,592.18,
MG,Belo Horizonte,Centro Universitário Internacional - Uninter - UNINTER,PAP BELO HORIZONTE 02 - Itatiaia,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,631.38,
MG,Belo Horizonte,Centro Universitário Una - UNA,CAMPUS BARRO PRETO - Barro Preto,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,1172.00,,,,6,,,610.50,
MG,Belo Horizonte,Faculdade Cotemig - COTEMIG,UNIDADE SEDE - Barroca,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,1157.00,2,2,,,624.32,618.90,,
MG,Belo Horizonte,Faculdade de Ciências Sociais Aplicadas de Belo Horizonte - FACISABH,UNIDADE SEDE - Lagoinha,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,1034.41,1,,2,51,628.86,,450.00,457.46
MG,Belo Horizonte,Faculdade de Ciências Sociais Aplicadas de Belo Horizonte - FACISABH,UNIDADE SEDE - Lagoinha,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,1034.41,1,,,50,609.18,,465.10,
MG,Belo Horizonte,Faculdade Educacional da Lapa - FAEL,MG - BELO HORIZONTE - POLO EAD - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,325.00,,,1,,,,522.98,
MG,Belo Horizonte,Universidade Anhanguera - UNIDERP,BELO HORIZONTE/MG - ANTONIO CARLOS (2008630) - Sao Francisco,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,229.00,2,1,,,619.68,565.50,,
MG,Belo Horizonte,Universidade Anhanguera - UNIDERP,BELO HORIZONTE/MG - GUAJAJARAS (2002927) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,229.00,3,2,,,624.42,577.50,,
MG,Belo Horizonte,Universidade Paulista - UNIP,BELO HORIZONTE I - Barro Preto,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,289.00,1,1,,,582.62,573.96,,
MG,Belo Horizonte,Universidade Pitágoras Unopar,BELO HORIZONTE/MG II (1051529) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,219.00,2,1,,,627.20,607.04,,
MG,Bom Despacho,Centro Universitário Internacional - Uninter - UNINTER,PAP BOM DESPACHO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,513.74,
MG,Capelinha,Centro Universitário Internacional - Uninter - UNINTER,PAP CAPELINHA - centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,266.00,,,1,,,,571.94,
MG,Congonhas,Centro Universitário Internacional - Uninter - UNINTER,PAP CONGONHAS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,583.20,
MG,Conselheiro Lafaiete,Universidade Paulista - UNIP,CONSELHEIRO LAFAIETE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,1,,,,608.38,,,
MG,Contagem,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD CONTAGEM - ELDORADO - MG - Santa Cruz Industrial,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,360.00,1,1,,,597.72,565.48,,
MG,Coromandel,Faculdade Cidade de Coromandel - FCC,CAMPUS  - COROMANDEL - BRASIL NOVO - Brasil Novo,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,719.68,1,,,,569.86,,,
MG,Coronel Fabriciano,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD CORONEL FABRICIANO - MG - Santo Elói,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,360.00,1,,,,545.20,,,
MG,Coronel Fabriciano,Centro Universitário Internacional - Uninter - UNINTER,PAP CORONEL FABRICIANO - Santa Terezinha,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,515.90,
MG,Coronel Fabriciano,Universidade Católica de Brasília - UCB,CORONEL FABRICIANO - UNILESTEMG - Universitário,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,229.99,1,1,,,639.00,583.52,,
MG,Divinopolis,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,DIVINÓPOLIS - Bom Pastor,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,393.35,1,,,,607.62,,,
MG,Divinopolis,Universidade Pitágoras Unopar,DIVINOPOLIS/MG (3082) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,199.00,1,1,,,596.66,565.20,,
MG,Extrema,Faculdade de Ciências Sociais Aplicadas de Extrema - FAEX,CAMPUS  - EXTREMA - VILA RICA - Vila Rica,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,545.65,1,1,1,1,642.24,571.34,605.44,531.06
MG,Governador Valadares,Centro Universitário Internacional - Uninter - UNINTER,PAP GOVERNADOR VALADARES - Santa Terezinha,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,583.68,
MG,Governador Valadares,Faculdade Educacional da Lapa - FAEL,MG - GOVERNADOR VALADARES - POLO EAD - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,325.00,,,1,,,,482.94,
MG,Governador Valadares,Universidade Pitágoras Unopar,GOVERNADOR VALADARES/MG (1051558) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,209.00,1,,,,704.02,,,
MG,Guaxupe,Centro Universitário Internacional - Uninter - UNINTER,PAP GUAXUPÉ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,544.40,
MG,Ipatinga,Centro Universitário Internacional - Uninter - UNINTER,PAP IPATINGA - Canaã,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,576.32,
